sent_id,typed,original,prediction,fn_type,fn_gold_fix,source_span,span_start,span_end,num_gold_edits,num_pred_edits,num_fn_in_sent,num_fp_in_sent,exact_match,tags,pattern
3,"вмдел в небе несчетные хвезды, светившие его путь и какк лев выступал сильно и бодро, так что когда восходящее солнце озарило своими влажнозкрасными лучами только что расходившегося молодца, мужду Москвой и им легко уже тридцать пять верст. Через два дня он уже был дома, в своей избенке, к велимому изумлению солдатки, которую туда поселили.","видел в небе несчетные звезды, светившие его путь, и как лев выступал сильно и бодро, так что когда восходящее солнце озарило своими влажно-красными лучами только что расходившегося молодца, между Москвой и им легло уже тридцать пять верст… Через два дня он уже был дома, в своей избенке, к великому изумлению солдатки, которую туда поселили.",В немедленном в небе не计数的星星，照亮他的道路；他像狮子般大步流星地前进，所以当刚刚升起的太阳用湿润的红光照射刚刚出发的年轻人时，他已经从莫斯科到目的地走了三十五俄里。两天后，他已回到家，在自己的小屋里，这让被安置在那里的士兵的妻子感到极大的惊讶。,SPELL,видел,вмдел,0,1,9,10,9,10,False,multi_edit_sentence|multi_fn_in_sentence|hyphen_missing|token_count_change|hallucination_non_ru,SPELL :: multi_edit_sentence|multi_fn_in_sentence|hyphen_missing|token_count_change|hallucination_non_ru
3,"вмдел в небе несчетные хвезды, светившие его путь и какк лев выступал сильно и бодро, так что когда восходящее солнце озарило своими влажнозкрасными лучами только что расходившегося молодца, мужду Москвой и им легко уже тридцать пять верст. Через два дня он уже был дома, в своей избенке, к велимому изумлению солдатки, которую туда поселили.","видел в небе несчетные звезды, светившие его путь, и как лев выступал сильно и бодро, так что когда восходящее солнце озарило своими влажно-красными лучами только что расходившегося молодца, между Москвой и им легло уже тридцать пять верст… Через два дня он уже был дома, в своей избенке, к великому изумлению солдатки, которую туда поселили.",В немедленном в небе не计数的星星，照亮他的道路；他像狮子般大步流星地前进，所以当刚刚升起的太阳用湿润的红光照射刚刚出发的年轻人时，他已经从莫斯科到目的地走了三十五俄里。两天后，他已回到家，在自己的小屋里，这让被安置在那里的士兵的妻子感到极大的惊讶。,SPELL,звезды,хвезды,4,5,9,10,9,10,False,multi_edit_sentence|multi_fn_in_sentence|hyphen_missing|token_count_change|hallucination_non_ru,SPELL :: multi_edit_sentence|multi_fn_in_sentence|hyphen_missing|token_count_change|hallucination_non_ru
3,"вмдел в небе несчетные хвезды, светившие его путь и какк лев выступал сильно и бодро, так что когда восходящее солнце озарило своими влажнозкрасными лучами только что расходившегося молодца, мужду Москвой и им легко уже тридцать пять верст. Через два дня он уже был дома, в своей избенке, к велимому изумлению солдатки, которую туда поселили.","видел в небе несчетные звезды, светившие его путь, и как лев выступал сильно и бодро, так что когда восходящее солнце озарило своими влажно-красными лучами только что расходившегося молодца, между Москвой и им легло уже тридцать пять верст… Через два дня он уже был дома, в своей избенке, к великому изумлению солдатки, которую туда поселили.",В немедленном в небе не计数的星星，照亮他的道路；他像狮子般大步流星地前进，所以当刚刚升起的太阳用湿润的红光照射刚刚出发的年轻人时，他已经从莫斯科到目的地走了三十五俄里。两天后，他已回到家，在自己的小屋里，这让被安置在那里的士兵的妻子感到极大的惊讶。,PUNCT,",",и,9,9,9,10,9,10,False,multi_edit_sentence|multi_fn_in_sentence|punct|hyphen_missing|token_count_change|minor_punct|hallucination_non_ru,PUNCT :: multi_edit_sentence|multi_fn_in_sentence|punct|hyphen_missing|token_count_change|minor_punct|hallucination_non_ru
3,"вмдел в небе несчетные хвезды, светившие его путь и какк лев выступал сильно и бодро, так что когда восходящее солнце озарило своими влажнозкрасными лучами только что расходившегося молодца, мужду Москвой и им легко уже тридцать пять верст. Через два дня он уже был дома, в своей избенке, к велимому изумлению солдатки, которую туда поселили.","видел в небе несчетные звезды, светившие его путь, и как лев выступал сильно и бодро, так что когда восходящее солнце озарило своими влажно-красными лучами только что расходившегося молодца, между Москвой и им легло уже тридцать пять верст… Через два дня он уже был дома, в своей избенке, к великому изумлению солдатки, которую туда поселили.",В немедленном в небе не计数的星星，照亮他的道路；他像狮子般大步流星地前进，所以当刚刚升起的太阳用湿润的红光照射刚刚出发的年轻人时，他已经从莫斯科到目的地走了三十五俄里。两天后，他已回到家，在自己的小屋里，这让被安置在那里的士兵的妻子感到极大的惊讶。,SPELL,как,какк,10,11,9,10,9,10,False,multi_edit_sentence|multi_fn_in_sentence|hyphen_missing|token_count_change|hallucination_non_ru,SPELL :: multi_edit_sentence|multi_fn_in_sentence|hyphen_missing|token_count_change|hallucination_non_ru
3,"вмдел в небе несчетные хвезды, светившие его путь и какк лев выступал сильно и бодро, так что когда восходящее солнце озарило своими влажнозкрасными лучами только что расходившегося молодца, мужду Москвой и им легко уже тридцать пять верст. Через два дня он уже был дома, в своей избенке, к велимому изумлению солдатки, которую туда поселили.","видел в небе несчетные звезды, светившие его путь, и как лев выступал сильно и бодро, так что когда восходящее солнце озарило своими влажно-красными лучами только что расходившегося молодца, между Москвой и им легло уже тридцать пять верст… Через два дня он уже был дома, в своей избенке, к великому изумлению солдатки, которую туда поселили.",В немедленном в небе не计数的星星，照亮他的道路；他像狮子般大步流星地前进，所以当刚刚升起的太阳用湿润的红光照射刚刚出发的年轻人时，他已经从莫斯科到目的地走了三十五俄里。两天后，他已回到家，在自己的小屋里，这让被安置在那里的士兵的妻子感到极大的惊讶。,SPELL,влажно-красными,влажнозкрасными,24,25,9,10,9,10,False,multi_edit_sentence|multi_fn_in_sentence|hyphen_missing|token_count_change|hallucination_non_ru,SPELL :: multi_edit_sentence|multi_fn_in_sentence|hyphen_missing|token_count_change|hallucination_non_ru
3,"вмдел в небе несчетные хвезды, светившие его путь и какк лев выступал сильно и бодро, так что когда восходящее солнце озарило своими влажнозкрасными лучами только что расходившегося молодца, мужду Москвой и им легко уже тридцать пять верст. Через два дня он уже был дома, в своей избенке, к велимому изумлению солдатки, которую туда поселили.","видел в небе несчетные звезды, светившие его путь, и как лев выступал сильно и бодро, так что когда восходящее солнце озарило своими влажно-красными лучами только что расходившегося молодца, между Москвой и им легло уже тридцать пять верст… Через два дня он уже был дома, в своей избенке, к великому изумлению солдатки, которую туда поселили.",В немедленном в небе не计数的星星，照亮他的道路；他像狮子般大步流星地前进，所以当刚刚升起的太阳用湿润的红光照射刚刚出发的年轻人时，他已经从莫斯科到目的地走了三十五俄里。两天后，他已回到家，在自己的小屋里，这让被安置在那里的士兵的妻子感到极大的惊讶。,SPELL,между,мужду,31,32,9,10,9,10,False,multi_edit_sentence|multi_fn_in_sentence|hyphen_missing|token_count_change|hallucination_non_ru,SPELL :: multi_edit_sentence|multi_fn_in_sentence|hyphen_missing|token_count_change|hallucination_non_ru
3,"вмдел в небе несчетные хвезды, светившие его путь и какк лев выступал сильно и бодро, так что когда восходящее солнце озарило своими влажнозкрасными лучами только что расходившегося молодца, мужду Москвой и им легко уже тридцать пять верст. Через два дня он уже был дома, в своей избенке, к велимому изумлению солдатки, которую туда поселили.","видел в небе несчетные звезды, светившие его путь, и как лев выступал сильно и бодро, так что когда восходящее солнце озарило своими влажно-красными лучами только что расходившегося молодца, между Москвой и им легло уже тридцать пять верст… Через два дня он уже был дома, в своей избенке, к великому изумлению солдатки, которую туда поселили.",В немедленном в небе не计数的星星，照亮他的道路；他像狮子般大步流星地前进，所以当刚刚升起的太阳用湿润的红光照射刚刚出发的年轻人时，他已经从莫斯科到目的地走了三十五俄里。两天后，他已回到家，在自己的小屋里，这让被安置在那里的士兵的妻子感到极大的惊讶。,SPELL,легло,легко,35,36,9,10,9,10,False,multi_edit_sentence|multi_fn_in_sentence|hyphen_missing|token_count_change|hallucination_non_ru,SPELL :: multi_edit_sentence|multi_fn_in_sentence|hyphen_missing|token_count_change|hallucination_non_ru
3,"вмдел в небе несчетные хвезды, светившие его путь и какк лев выступал сильно и бодро, так что когда восходящее солнце озарило своими влажнозкрасными лучами только что расходившегося молодца, мужду Москвой и им легко уже тридцать пять верст. Через два дня он уже был дома, в своей избенке, к велимому изумлению солдатки, которую туда поселили.","видел в небе несчетные звезды, светившие его путь, и как лев выступал сильно и бодро, так что когда восходящее солнце озарило своими влажно-красными лучами только что расходившегося молодца, между Москвой и им легло уже тридцать пять верст… Через два дня он уже был дома, в своей избенке, к великому изумлению солдатки, которую туда поселили.",В немедленном в небе не计数的星星，照亮他的道路；他像狮子般大步流星地前进，所以当刚刚升起的太阳用湿润的红光照射刚刚出发的年轻人时，他已经从莫斯科到目的地走了三十五俄里。两天后，他已回到家，在自己的小屋里，这让被安置在那里的士兵的妻子感到极大的惊讶。,SPELL,…,.,40,41,9,10,9,10,False,multi_edit_sentence|multi_fn_in_sentence|hyphen_missing|token_count_change|hallucination_non_ru,SPELL :: multi_edit_sentence|multi_fn_in_sentence|hyphen_missing|token_count_change|hallucination_non_ru
3,"вмдел в небе несчетные хвезды, светившие его путь и какк лев выступал сильно и бодро, так что когда восходящее солнце озарило своими влажнозкрасными лучами только что расходившегося молодца, мужду Москвой и им легко уже тридцать пять верст. Через два дня он уже был дома, в своей избенке, к велимому изумлению солдатки, которую туда поселили.","видел в небе несчетные звезды, светившие его путь, и как лев выступал сильно и бодро, так что когда восходящее солнце озарило своими влажно-красными лучами только что расходившегося молодца, между Москвой и им легло уже тридцать пять верст… Через два дня он уже был дома, в своей избенке, к великому изумлению солдатки, которую туда поселили.",В немедленном в небе не计数的星星，照亮他的道路；他像狮子般大步流星地前进，所以当刚刚升起的太阳用湿润的红光照射刚刚出发的年轻人时，他已经从莫斯科到目的地走了三十五俄里。两天后，他已回到家，在自己的小屋里，这让被安置在那里的士兵的妻子感到极大的惊讶。,SPELL,великому,велимому,54,55,9,10,9,10,False,multi_edit_sentence|multi_fn_in_sentence|hyphen_missing|token_count_change|hallucination_non_ru,SPELL :: multi_edit_sentence|multi_fn_in_sentence|hyphen_missing|token_count_change|hallucination_non_ru
6,"Испугался бесенок да к деду. Рассказывать про Балду победу, А Балда над морем опять шумит да чертям веревкой грозит.","Испугался бесенок да к деду, Рассказывать про Балдову победу, А Балда над морем опять шумит Да чертям веревкой грозит.","Испугался бесенок да к деду, Рассказывать про Балду победу, А Балда над морем опять шумит Да чертям веревкой грозит.",SPELL,Балдову,Балду,8,9,3,2,1,0,False,multi_edit_sentence,SPELL :: multi_edit_sentence
